Origen;Destino
EC:4.2.3.12 4.1.2.50;7,8-dihydroneopterin 3'-triphosphate [CPD:C04895]
"6-pyruvoyl-5,6,7,8-tetrahydropterin [CPD:C03684];";EC:4.2.3.12 4.1.2.50
triphosphate [CPD:C00536];EC:4.2.3.12 4.1.2.50
EC:3.6.1.67;"7,8-dihydroneopterin 3'-triphosphate [CPD:C04895];"
EC:3.6.1.67;H2O [CPD:C00001]
"7,8-dihydroneopterin 3'-phosphate [CPD:C05925];";EC:3.6.1.67
diphosphate [CPD:C00013];EC:3.6.1.67
EC:4.1.2.25 5.1.99.8 1.13.11.81;7,8-dihydroneopterin [CPD:C04874]
"6-(hydroxymethyl)-7,8-dihydropterin [CPD:C01300];";EC:4.1.2.25 5.1.99.8 1.13.11.81
glycolaldehyde [CPD:C00266];EC:4.1.2.25 5.1.99.8 1.13.11.81
EC:2.7.6.3;"ATP [CPD:C00002];"
EC:2.7.6.3;6-hydroxymethyl-7,8-dihydropterin [CPD:C01300]
"AMP [CPD:C00020];";EC:2.7.6.3
6-hydroxymethyl-7,8-dihydropterin diphosphate [CPD:C04807];EC:2.7.6.3
EC:2.5.1.15;"(7,8-dihydropterin-6-yl)methyl diphosphate [CPD:C04807];"
EC:2.5.1.15;4-aminobenzoate [CPD:C00568]
"diphosphate [CPD:C00013];";EC:2.5.1.15
7,8-dihydropteroate [CPD:C00921];EC:2.5.1.15
EC:6.3.2.12 6.3.2.17;"ATP [CPD:C00002];"
EC:6.3.2.12 6.3.2.17;"7,8-dihydropteroate [CPD:C00921];"
EC:6.3.2.12 6.3.2.17;L-glutamate [CPD:C00025]
"ADP [CPD:C00008];";EC:6.3.2.12 6.3.2.17
"phosphate [CPD:C00009];";EC:6.3.2.12 6.3.2.17
7,8-dihydropteroylglutamate [CPD:C00415];EC:6.3.2.12 6.3.2.17
EC:2.6.1.85;"chorismate [CPD:C00251];"
EC:2.6.1.85;L-glutamine [CPD:C00064]
"4-amino-4-deoxychorismate [CPD:C11355];";EC:2.6.1.85
L-glutamate [CPD:C00025];EC:2.6.1.85
EC:4.1.3.38;4-amino-4-deoxychorismate [CPD:C11355]
"4-aminobenzoate [CPD:C00568];";EC:4.1.3.38
pyruvate [CPD:C00022];EC:4.1.3.38
EC:4.1.99.22;"GTP [CPD:C00044];"
EC:4.1.99.22;"S-adenosyl-L-methionine [CPD:C00019];"
EC:4.1.99.22;reduced electron acceptor
"(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate [CPD:C21310];";EC:4.1.99.22
"5'-deoxyadenosine [CPD:C05198];";EC:4.1.99.22
"L-methionine [CPD:C00073];";EC:4.1.99.22
oxidized electron acceptor;EC:4.1.99.22
EC:4.3.99.3;6-carboxy-5,6,7,8-tetrahydropterin [CPD:C20239]
"7-carboxy-7-carbaguanine [CPD:C20248];";EC:4.3.99.3
NH3 [CPD:C00014];EC:4.3.99.3
EC:6.3.4.20;"7-carboxy-7-carbaguanine [CPD:C20248];"
EC:6.3.4.20;"NH3 [CPD:C00014];"
EC:6.3.4.20;ATP [CPD:C00002]
"7-cyano-7-carbaguanine [CPD:C15996];";EC:6.3.4.20
"ADP [CPD:C00008];";EC:6.3.4.20
"phosphate [CPD:C00009];";EC:6.3.4.20
H2O [CPD:C00001];EC:6.3.4.20
EC:1.7.1.13;"7-aminomethyl-7-carbaguanine [CPD:C16675];"
EC:1.7.1.13;NADP+ [CPD:C00006]
"7-cyano-7-carbaguanine [CPD:C15996];";EC:1.7.1.13
"NADPH [CPD:C00005];";EC:1.7.1.13
H+ [CPD:C00080];EC:1.7.1.13
EC:4.6.1.17;(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate [CPD:C21310]
"cyclic pyranopterin phosphate [CPD:C18239];";EC:4.6.1.17
diphosphate [CPD:C00013];EC:4.6.1.17
EC:2.8.1.12;"cyclic pyranopterin phosphate [CPD:C18239];"
EC:2.8.1.12;"[molybdopterin-synthase sulfur-carrier protein]-Gly-NH-CH2-C(O)SH [CPD:C15814];"
EC:2.8.1.12;H2O [CPD:C00001]
"molybdopterin [CPD:C05924];";EC:2.8.1.12
molybdopterin-synthase sulfur-carrier protein [CPD:C15810];EC:2.8.1.12
EC:2.7.7.75;"ATP [CPD:C00002];"
EC:2.7.7.75;molybdopterin [CPD:C05924]
"diphosphate [CPD:C00013];";EC:2.7.7.75
adenylyl-molybdopterin [CPD:C19848];EC:2.7.7.75
EC:2.10.1.1;"adenylyl-molybdopterin [CPD:C19848];"
EC:2.10.1.1;molybdate [CPD:C06232]
"molybdenum cofactor [CPD:C18237];";EC:2.10.1.1
"AMP [CPD:C00020];";EC:2.10.1.1
H2O [CPD:C00001];EC:2.10.1.1
EC:2.7.7.77;"GTP [CPD:C00044];"
EC:2.7.7.77;molybdenum cofactor [CPD:C18237]
"diphosphate [CPD:C00013];";EC:2.7.7.77
guanylyl molybdenum cofactor [CPD:C19871];EC:2.7.7.77
EC:2.7.7.76;"CTP [CPD:C00063];"
EC:2.7.7.76;molybdenum cofactor [CPD:C18237]
"diphosphate [CPD:C00013];";EC:2.7.7.76
cytidylyl molybdenum cofactor [CPD:C21485];EC:2.7.7.76
EC:5.1.99.7;7,8-dihydroneopterin 3'-triphosphate [CPD:C04895]
7,8-dihydromonapterin 3'-triphosphate [CPD:C21094];EC:5.1.99.7
EC:1.5.1.50 1.5.1.3;"5,6,7,8-tetrahydromonapterin [CPD:C21007];"
EC:1.5.1.50 1.5.1.3;NADP+ [CPD:C00006]
"7,8-dihydromonapterin [CPD:C21008];";EC:1.5.1.50 1.5.1.3
"NADPH [CPD:C00005];";EC:1.5.1.50 1.5.1.3
H+ [CPD:C00080];EC:1.5.1.50 1.5.1.3
EC:4.2.1.24;5-aminolevulinate [CPD:C00430]
"porphobilinogen [CPD:C00931];";EC:4.2.1.24
H2O [CPD:C00001];EC:4.2.1.24
EC:5.4.3.8;L-glutamate 1-semialdehyde [CPD:C03741]
5-aminolevulinate [CPD:C00430];EC:5.4.3.8
EC:2.5.1.61;"porphobilinogen [CPD:C00931];"
EC:2.5.1.61;H2O [CPD:C00001]
"hydroxymethylbilane [CPD:C01024];";EC:2.5.1.61
NH3 [CPD:C00014];EC:2.5.1.61
EC:4.2.1.75;hydroxymethylbilane [CPD:C01024]
"uroporphyrinogen III [CPD:C01051];";EC:4.2.1.75
H2O [CPD:C00001];EC:4.2.1.75
EC:4.1.1.37;uroporphyrinogen III [CPD:C01051]
"coproporphyrinogen III [CPD:C03263];";EC:4.1.1.37
CO2 [CPD:C00011];EC:4.1.1.37
EC:2.1.1.107 1.3.1.76 4.99.1.4;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.107 1.3.1.76 4.99.1.4;"uroporphyrinogen III [CPD:C01051];"
EC:2.1.1.107 1.3.1.76 4.99.1.4;precorrin 1 [CPD:C15527]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.107 1.3.1.76 4.99.1.4
"precorrin 2 [CPD:C02463];";EC:2.1.1.107 1.3.1.76 4.99.1.4
precorrin 1 [CPD:C15527];EC:2.1.1.107 1.3.1.76 4.99.1.4
EC:1.3.3.3;"coproporphyrinogen III [CPD:C03263];"
EC:1.3.3.3;"O2 [CPD:C00007];"
EC:1.3.3.3;H+ [CPD:C00080]
"protoporphyrinogen IX [CPD:C01079];";EC:1.3.3.3
"CO2 [CPD:C00011];";EC:1.3.3.3
H2O [CPD:C00001];EC:1.3.3.3
EC:1.3.98.3;"coproporphyrinogen III [CPD:C03263];"
EC:1.3.98.3;S-adenosyl-L-methionine [CPD:C00019]
"protoporphyrinogen IX [CPD:C01079];";EC:1.3.98.3
"CO2 [CPD:C00011];";EC:1.3.98.3
"L-methionine [CPD:C00073];";EC:1.3.98.3
5'-deoxyadenosine [CPD:C05198];EC:1.3.98.3
EC:2.7.1.156 2.7.7.62;"ATP [CPD:C00002];"
EC:2.7.1.156 2.7.7.62;"GTP [CPD:C00044];"
EC:2.7.1.156 2.7.7.62;adenosylcobinamide [CPD:C06508]
"adenosylcobinamide phosphate [CPD:C06509];";EC:2.7.1.156 2.7.7.62
"ADP [CPD:C00008];";EC:2.7.1.156 2.7.7.62
GDP [CPD:C00035];EC:2.7.1.156 2.7.7.62
EC:2.7.8.26;"adenosylcobinamide-GDP [CPD:C06510];"
EC:2.7.8.26;"alpha-ribazole [CPD:C05775];"
EC:2.7.8.26;alpha-ribazole 5'-phosphate [CPD:C04778]
"GMP [CPD:C00144];";EC:2.7.8.26
"adenosylcobalamin [CPD:C00194];";EC:2.7.8.26
adenosylcobalamin 5'-phosphate [CPD:C21153];EC:2.7.8.26
EC:3.1.3.73;"adenosylcobalamin 5'-phosphate [CPD:C21153];"
EC:3.1.3.73;"H2O [CPD:C00001];"
EC:3.1.3.73;alpha-ribazole 5'-phosphate [CPD:C04778]
"coenzyme B12 [CPD:C00194];";EC:3.1.3.73
"phosphate [CPD:C00009];";EC:3.1.3.73
alpha-ribazole [CPD:C05775];EC:3.1.3.73
EC:2.4.2.21;"beta-nicotinate D-ribonucleotide [CPD:C01185];"
EC:2.4.2.21;5,6-dimethylbenzimidazole [CPD:C03114]
"nicotinate [CPD:C00253];";EC:2.4.2.21
alpha-ribazole 5'-phosphate [CPD:C04778];EC:2.4.2.21
EC:2.5.1.17;"ATP [CPD:C00002];"
EC:2.5.1.17;"cob(II)alamin [CPD:C00541];"
EC:2.5.1.17;"reduced flavoprotein [CPD:C03024];"
EC:2.5.1.17;"[corrinoid adenosyltransferase];"
EC:2.5.1.17;"[corrinoid adenosyltransferase]-cob(II)alamin;"
EC:2.5.1.17;"[corrinoid adenosyltransferase]-cob(I)alamin;"
EC:2.5.1.17;"cob(II)yrinic acid a,c-diamide [CPD:C06504];"
EC:2.5.1.17;"[corrinoid adenosyltransferase]-cob(II)yrinic acid a,c-diamide;"
EC:2.5.1.17;[corrinoid adenosyltransferase]-cob(I)yrinic acid a,c-diamide
"triphosphate [CPD:C00536];";EC:2.5.1.17
"adenosylcob(III)alamin [CPD:C00194];";EC:2.5.1.17
"oxidized flavoprotein [CPD:C03161];";EC:2.5.1.17
"[corrinoid adenosyltransferase]-cob(II)alamin;";EC:2.5.1.17
"[corrinoid adenosyltransferase]-cob(I)alamin (spontaneous);";EC:2.5.1.17
"[corrinoid adenosyltransferase];";EC:2.5.1.17
"adenosylcob(III)yrinic acid a,c-diamide [CPD:C06506];";EC:2.5.1.17
"[corrinoid adenosyltransferase]-cob(II)yrinic acid a,c-diamide;";EC:2.5.1.17
[corrinoid adenosyltransferase]-cob(I)yrinic acid a,c-diamide (spontaneous);EC:2.5.1.17
EC:2.5.1.141;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.141;"protoheme IX [CPD:C00032];"
EC:2.5.1.141;H2O [CPD:C00001]
"diphosphate [CPD:C00013];";EC:2.5.1.141
ferroheme o;EC:2.5.1.141
EC:4.99.1.1 4.99.1.9;"protoheme [CPD:C00032];"
EC:4.99.1.1 4.99.1.9;H+ [CPD:C00080]
"protoporphyrin [CPD:C02191];";EC:4.99.1.1 4.99.1.9
Fe2+ [CPD:C14818];EC:4.99.1.1 4.99.1.9
EC:1.16.3.1;"Fe(II) [CPD:C14818];"
EC:1.16.3.1;"H+ [CPD:C00080];"
EC:1.16.3.1;O2 [CPD:C00007]
"Fe(III) [CPD:C14819];";EC:1.16.3.1
H2O [CPD:C00001];EC:1.16.3.1
EC:1.2.1.70;"L-glutamate 1-semialdehyde [CPD:C03741];"
EC:1.2.1.70;"NADP+ [CPD:C00006];"
EC:1.2.1.70;tRNA(Glu) [CPD:C01641]
"L-glutamyl-tRNA(Glu) [CPD:C02987];";EC:1.2.1.70
"NADPH [CPD:C00005];";EC:1.2.1.70
H+ [CPD:C00080];EC:1.2.1.70
EC:6.1.1.17;"ATP [CPD:C00002];"
EC:6.1.1.17;"L-glutamate [CPD:C00025];"
EC:6.1.1.17;tRNA(Glu) [CPD:C01641]
"AMP [CPD:C00020];";EC:6.1.1.17
"diphosphate [CPD:C00013];";EC:6.1.1.17
L-glutamyl-tRNA(Glu) [CPD:C02987];EC:6.1.1.17
EC:1.3.5.3;"protoporphyrinogen IX [CPD:C01079];"
EC:1.3.5.3;menaquinone [CPD:C00828]
"protoporphyrin IX [CPD:C02191];";EC:1.3.5.3
menaquinol [CPD:C05819];EC:1.3.5.3
EC:1.1.1.267;"2-C-methyl-D-erythritol 4-phosphate [CPD:C11434];"
EC:1.1.1.267;NADP+ [CPD:C00006]
"1-deoxy-D-xylulose 5-phosphate [CPD:C11437];";EC:1.1.1.267
"NADPH [CPD:C00005];";EC:1.1.1.267
H+ [CPD:C00080];EC:1.1.1.267
EC:2.7.7.60;"CTP [CPD:C00063];"
EC:2.7.7.60;2-C-methyl-D-erythritol 4-phosphate [CPD:C11434]
"diphosphate [CPD:C00013];";EC:2.7.7.60
4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol [CPD:C11435];EC:2.7.7.60
EC:2.7.1.148;"ATP [CPD:C00002];"
EC:2.7.1.148;4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol [CPD:C11435]
"ADP [CPD:C00008];";EC:2.7.1.148
2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol [CPD:C11436];EC:2.7.1.148
EC:4.6.1.12;2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol [CPD:C11436]
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate [CPD:C11453];";EC:4.6.1.12
CMP [CPD:C00055];EC:4.6.1.12
EC:1.17.7.1 1.17.7.3;"(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate [CPD:C11811];"
EC:1.17.7.1 1.17.7.3;"H2O [CPD:C00001];"
EC:1.17.7.1 1.17.7.3;oxidized ferredoxin [CPD:C00139]
"2-C-methyl-D-erythritol 2,4-cyclodiphosphate [CPD:C11453];";EC:1.17.7.1 1.17.7.3
reduced ferredoxin [CPD:C00138];EC:1.17.7.1 1.17.7.3
EC:1.17.7.4;"isopentenyl diphosphate [CPD:C00129];"
EC:1.17.7.4;"oxidized ferredoxin [iron-sulfur] cluster [CPD:C00139];"
EC:1.17.7.4;"H2O [CPD:C00001];"
EC:1.17.7.4;dimethylallyl diphosphate [CPD:C00235]
"(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate [CPD:C11811];";EC:1.17.7.4
"reduced ferredoxin [iron-sulfur] cluster [CPD:C00138];";EC:1.17.7.4
H+ [CPD:C00080];EC:1.17.7.4
EC:5.3.3.2;isopentenyl diphosphate [CPD:C00129]
dimethylallyl diphosphate [CPD:C00235];EC:5.3.3.2
EC:2.5.1.1 2.5.1.10;"dimethylallyl diphosphate [CPD:C00235];"
EC:2.5.1.1 2.5.1.10;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.1 2.5.1.10
geranyl diphosphate [CPD:C00341];EC:2.5.1.1 2.5.1.10
EC:2.5.1.31;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.31;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.31
ditrans,octacis-undecaprenyl diphosphate [CPD:C04574];EC:2.5.1.31
EC:2.5.1.90;"(2E,6E)-farnesyl diphosphate [CPD:C00448];"
EC:2.5.1.90;isopentenyl diphosphate [CPD:C00129]
"diphosphate [CPD:C00013];";EC:2.5.1.90
all-trans-octaprenyl diphosphate [CPD:C04146];EC:2.5.1.90
EC:1.7.5.1 1.7.99.-;"nitrate [CPD:C00244];"
EC:1.7.5.1 1.7.99.-;quinol [CPD:C15603]
"nitrite [CPD:C00088];";EC:1.7.5.1 1.7.99.-
"quinone [CPD:C15602];";EC:1.7.5.1 1.7.99.-
H2O [CPD:C00001];EC:1.7.5.1 1.7.99.-
EC:1.7.2.2;"NH3 [CPD:C00014];"
EC:1.7.2.2;"H2O [CPD:C00001];"
EC:1.7.2.2;ferricytochrome c [CPD:C00125]
"nitrite [CPD:C00088];";EC:1.7.2.2
"ferrocytochrome c [CPD:C00126];";EC:1.7.2.2
H+ [CPD:C00080];EC:1.7.2.2
EC:1.7.99.1;"NH3 [CPD:C00014];"
EC:1.7.99.1;"H2O [CPD:C00001];"
EC:1.7.99.1;acceptor [CPD:C00028]
"hydroxylamine [CPD:C00192];";EC:1.7.99.1
reduced acceptor [CPD:C00030];EC:1.7.99.1
EC:4.2.1.104;"cyanate [CPD:C01417];"
EC:4.2.1.104;"HCO3- [CPD:C00288];"
EC:4.2.1.104;"H+ [CPD:C00080];"
EC:4.2.1.104;carbamate [CPD:C01563]
"NH3 [CPD:C00014];";EC:4.2.1.104
"CO2 [CPD:C00011];";EC:4.2.1.104
carbamate [CPD:C01563];EC:4.2.1.104
EC:4.2.1.1;H2CO3 [CPD:C01353]
"CO2 [CPD:C00011];";EC:4.2.1.1
H2O [CPD:C00001];EC:4.2.1.1
EC:1.7.1.15;"NH3 [CPD:C00014];"
EC:1.7.1.15;"NAD+ [CPD:C00003];"
EC:1.7.1.15;H2O [CPD:C00001]
"nitrite [CPD:C00088];";EC:1.7.1.15
"NADH [CPD:C00004];";EC:1.7.1.15
H+ [CPD:C00080];EC:1.7.1.15
EC:7.3.2.3;"ADP [CPD:C00008];"
EC:7.3.2.3;"phosphate [CPD:C00009];"
EC:7.3.2.3;"sulfate[side 2];"
EC:7.3.2.3;[sulfate-binding protein][side 1]
An ATP-binding cassette (ABC) type transporter, characterized by the presence of two similar ATP-binding domains/proteins and two integral membrane domains/proteins. The enzyme from Escherichia coli can interact with either of two periplasmic binding proteins and mediates the high affinity uptake of sulfate and thiosulfate. May also be involved in the uptake of selenite, selenate and possibly molybdate. Does not undergo phosphorylation during the transport.;EC:7.3.2.3
EC:3.1.3.7;"adenosine 3',5'-bisphosphate [CPD:C00054];"
EC:3.1.3.7;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:3.1.3.7
phosphate [CPD:C00009];EC:3.1.3.7
EC:1.8.4.8 1.8.4.10;"adenosine 3',5'-bisphosphate [CPD:C00054];"
EC:1.8.4.8 1.8.4.10;"sulfite [CPD:C00094];"
EC:1.8.4.8 1.8.4.10;thioredoxin disulfide [CPD:C00343]
"3'-phosphoadenylyl sulfate [CPD:C00053];";EC:1.8.4.8 1.8.4.10
thioredoxin [CPD:C00342];EC:1.8.4.8 1.8.4.10
EC:1.14.14.5;"alkanesulfonate [CPD:C15521];"
EC:1.14.14.5;"FMNH2 [CPD:C01847];"
EC:1.14.14.5;O2 [CPD:C00007]
"aldehyde [CPD:C00071];";EC:1.14.14.5
"FMN [CPD:C00061];";EC:1.14.14.5
"sulfite [CPD:C00094];";EC:1.14.14.5
H2O [CPD:C00001];EC:1.14.14.5
EC:1.8.1.2;"hydrogen sulfide [CPD:C00283];"
EC:1.8.1.2;"NADP+ [CPD:C00006];"
EC:1.8.1.2;H2O [CPD:C00001]
"sulfite [CPD:C00094];";EC:1.8.1.2
"NADPH [CPD:C00005];";EC:1.8.1.2
H+ [CPD:C00080];EC:1.8.1.2
EC:6.1.1.11;"ATP [CPD:C00002];"
EC:6.1.1.11;"L-serine [CPD:C00065];"
EC:6.1.1.11;tRNA(Ser) [CPD:C01650]
"AMP [CPD:C00020];";EC:6.1.1.11
"diphosphate [CPD:C00013];";EC:6.1.1.11
L-seryl-tRNA(Ser) [CPD:C02553];EC:6.1.1.11
