;Origen;Destino
EC:5.1.3.3;alpha-D-glucose [CPD:C00267]
"1,2-diacyl-sn-glycerol 3-phosphate [CPD:C00416];";EC:3.1.3.81 3.1.3.4
phosphate [CPD:C00009];EC:3.1.3.81 3.1.3.4
EC:3.1.4.11;"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637];"
EC:3.1.4.11;H2O [CPD:C00001]
"1D-myo-inositol 1,4,5-trisphosphate [CPD:C01245];";EC:3.1.4.11
diacylglycerol [CPD:C00641];EC:3.1.4.11
EC:2.7.1.149;"ATP [CPD:C00002];"
EC:2.7.1.149;1-phosphatidyl-1D-myo-inositol 5-phosphate [CPD:C11557]
"ADP [CPD:C00008];";EC:2.7.1.149
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637];EC:2.7.1.149
EC:3.1.3.16 3.1.3.48 3.1.3.67;"[a protein]-serine/threonine phosphate;"
EC:3.1.3.16 3.1.3.48 3.1.3.67;H2O [CPD:C00001]
"[a protein]-serine/threonine;";EC:3.1.3.16 3.1.3.48 3.1.3.67
phosphate [CPD:C00009];EC:3.1.3.16 3.1.3.48 3.1.3.67
EC:2.7.1.153;"ATP [CPD:C00002];"
EC:2.7.1.153;1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637]
"ADP [CPD:C00008];";EC:2.7.1.153
1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate [CPD:C05981];EC:2.7.1.153
EC:2.7.1.68;"ATP [CPD:C00002];"
EC:2.7.1.68;1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277]
"ADP [CPD:C00008];";EC:2.7.1.68
1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637];EC:2.7.1.68
EC:3.1.3.36;"1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate [CPD:C04637];"
EC:3.1.3.36;H2O [CPD:C00001]
"1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277];";EC:3.1.3.36
phosphate [CPD:C00009];EC:3.1.3.36
EC:2.7.1.154;"ATP [CPD:C00002];"
EC:2.7.1.154;1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277]
"ADP [CPD:C00008];";EC:2.7.1.154
1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate [CPD:C11554];EC:2.7.1.154
EC:3.1.3.66;"1-phosphatidyl-myo-inositol 3,4-bisphosphate;"
EC:3.1.3.66;H2O [CPD:C00001]
"1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549];";EC:3.1.3.66
phosphate [CPD:C00009];EC:3.1.3.66
EC:2.7.1.150;"ATP [CPD:C00002];"
EC:2.7.1.150;1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549]
"ADP [CPD:C00008];";EC:2.7.1.150
1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate [CPD:C11556];EC:2.7.1.150
EC:3.1.3.64 3.1.3.95;"1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549];"
EC:3.1.3.64 3.1.3.95;H2O [CPD:C00001]
"1-phosphatidyl-1D-myo-inositol [CPD:C01194];";EC:3.1.3.64 3.1.3.95
phosphate [CPD:C00009];EC:3.1.3.64 3.1.3.95
EC:2.7.1.137;"ATP [CPD:C00002];"
EC:2.7.1.137;1-phosphatidyl-1D-myo-inositol [CPD:C01194]
"ADP [CPD:C00008];";EC:2.7.1.137
1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549];EC:2.7.1.137
EC:2.7.1.67;"ATP [CPD:C00002];"
EC:2.7.1.67;1-phosphatidyl-1D-myo-inositol [CPD:C01194]
"ADP [CPD:C00008];";EC:2.7.1.67
1-phosphatidyl-1D-myo-inositol 4-phosphate [CPD:C01277];EC:2.7.1.67
EC:2.7.8.11;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.11;myo-inositol [CPD:C00137]
"CMP [CPD:C00055];";EC:2.7.8.11
1-phosphatidyl-1D-myo-inositol [CPD:C01194];EC:2.7.8.11
EC:3.1.3.25;"myo-inositol phosphate [CPD:C15585];"
EC:3.1.3.25;H2O [CPD:C00001]
"myo-inositol [CPD:C00137];";EC:3.1.3.25
phosphate [CPD:C00009];EC:3.1.3.25
EC:3.1.3.64 3.1.3.95;"1-phosphatidyl-1D-myo-inositol 3-phosphate [CPD:C04549];"
EC:3.1.3.64 3.1.3.95;H2O [CPD:C00001]
"1-phosphatidyl-1D-myo-inositol [CPD:C01194];";EC:3.1.3.64 3.1.3.95
phosphate [CPD:C00009];EC:3.1.3.64 3.1.3.95
EC:5.5.1.4;D-glucose 6-phosphate [CPD:C00092]
1D-myo-inositol 3-phosphate [CPD:C04006];EC:5.5.1.4
EC:3.1.3.57;"1D-myo-inositol 1,4-bisphosphate [CPD:C01220];"
EC:3.1.3.57;H2O [CPD:C00001]
"1D-myo-inositol 4-phosphate [CPD:C03546];";EC:3.1.3.57
phosphate [CPD:C00009];EC:3.1.3.57
EC:3.1.3.56;"D-myo-inositol 1,4,5-trisphosphate [CPD:C01245];"
EC:3.1.3.56;"H2O [CPD:C00001];"
EC:3.1.3.56;1D-myo-inositol 1,3,4,5-tetrakisphosphate [CPD:C01272]
"myo-inositol 1,4-bisphosphate [CPD:C01220];";EC:3.1.3.56
"phosphate [CPD:C00009];";EC:3.1.3.56
1D-myo-inositol 1,3,4-trisphosphate [CPD:C01243];EC:3.1.3.56
EC:2.7.1.127;"ATP [CPD:C00002];"
EC:2.7.1.127;1D-myo-inositol 1,4,5-trisphosphate [CPD:C01245]
"ADP [CPD:C00008];";EC:2.7.1.127
1D-myo-inositol 1,3,4,5-tetrakisphosphate [CPD:C01272];EC:2.7.1.127
EC:2.7.1.159 2.7.1.134;"ATP [CPD:C00002];"
EC:2.7.1.159 2.7.1.134;1D-myo-inositol 1,3,4-trisphosphate [CPD:C01243]
"ADP [CPD:C00008];";EC:2.7.1.159 2.7.1.134
"1D-myo-inositol 1,3,4,5-tetrakisphosphate [CPD:C01272];";EC:2.7.1.159 2.7.1.134
1D-myo-inositol 1,3,4,6-tetrakisphosphate [CPD:C04477];EC:2.7.1.159 2.7.1.134
EC:2.7.1.140 2.7.1.151;"ATP [CPD:C00002];"
EC:2.7.1.140 2.7.1.151;1D-myo-inositol 1,3,4,6-tetrakisphosphate [CPD:C04477]
"ADP [CPD:C00008];";EC:2.7.1.140 2.7.1.151
1D-myo-inositol 1,3,4,5,6-pentakisphosphate [CPD:C01284];EC:2.7.1.140 2.7.1.151
EC:2.7.1.158;"ATP [CPD:C00002];"
EC:2.7.1.158;1D-myo-inositol 1,3,4,5,6-pentakisphosphate [CPD:C01284]
"ADP [CPD:C00008];";EC:2.7.1.158
1D-myo-inositol hexakisphosphate [CPD:C01204];EC:2.7.1.158
EC:3.1.3.86;"1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate [CPD:C05981];"
EC:3.1.3.86;H2O [CPD:C00001]
"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate [CPD:C11554];";EC:3.1.3.86
phosphate [CPD:C00009];EC:3.1.3.86
EC:3.5.1.89;"6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [CPD:C01288];"
EC:3.5.1.89;H2O [CPD:C00001]
"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [CPD:C04248];";EC:3.5.1.89
acetate [CPD:C00033];EC:3.5.1.89
EC:3.1.4.50;"6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [CPD:C04248];"
EC:3.1.4.50;H2O [CPD:C00001]
"6-(alpha-D-glucosaminyl)-1D-myo-inositol [CPD:C15658];";EC:3.1.4.50
3-sn-phosphatidate [CPD:C00416];EC:3.1.4.50
EC:2.3.1.42;"acyl-CoA [CPD:C00040];"
EC:2.3.1.42;glycerone phosphate [CPD:C00111]
"CoA [CPD:C00010];";EC:2.3.1.42
acylglycerone phosphate [CPD:C03372];EC:2.3.1.42
EC:1.1.1.8;"sn-glycerol 3-phosphate [CPD:C00093];"
EC:1.1.1.8;NAD+ [CPD:C00003]
"glycerone phosphate [CPD:C00111];";EC:1.1.1.8
"NADH [CPD:C00004];";EC:1.1.1.8
H+ [CPD:C00080];EC:1.1.1.8
EC:1.1.5.3;"sn-glycerol 3-phosphate [CPD:C00093];"
EC:1.1.5.3;quinone [CPD:C15602]
"glycerone phosphate [CPD:C00111];";EC:1.1.5.3
quinol [CPD:C15603];EC:1.1.5.3
EC:3.6.1.13 3.6.1.16 3.6.1.53;"ADP-D-ribose [CPD:C00301];"
EC:3.6.1.13 3.6.1.16 3.6.1.53;H2O [CPD:C00001]
"AMP [CPD:C00020];";EC:3.6.1.13 3.6.1.16 3.6.1.53
D-ribose 5-phosphate [CPD:C00117];EC:3.6.1.13 3.6.1.16 3.6.1.53
EC:3.1.4.4;"phosphatidylcholine [CPD:C00157];"
EC:3.1.4.4;H2O [CPD:C00001]
"choline [CPD:C00114];";EC:3.1.4.4
phosphatidate [CPD:C00416];EC:3.1.4.4
EC:2.7.7.41;"CTP [CPD:C00063];"
EC:2.7.7.41;phosphatidate [CPD:C00416]
"diphosphate [CPD:C00013];";EC:2.7.7.41
CDP-diacylglycerol [CPD:C00269];EC:2.7.7.41
EC:2.7.8.5;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.5;sn-glycerol 3-phosphate [CPD:C00093]
"CMP [CPD:C00055];";EC:2.7.8.5
1-(3-sn-phosphatidyl)-sn-glycerol 3-phosphate [CPD:C03892];EC:2.7.8.5
EC:2.7.8.41;"CDP-diacylglycerol [CPD:C00269];"
EC:2.7.8.41;phosphatidylglycerol [CPD:C00344]
"cardiolipin [CPD:C05980];";EC:2.7.8.41
CMP [CPD:C00055];EC:2.7.8.41
EC:4.1.1.65;phosphatidyl-L-serine [CPD:C02737]
"phosphatidylethanolamine [CPD:C00350];";EC:4.1.1.65
CO2 [CPD:C00011];EC:4.1.1.65
EC:2.7.8.29;"L-1-phosphatidylethanolamine [CPD:C00350];"
EC:2.7.8.29;L-serine [CPD:C00065]
"L-1-phosphatidylserine [CPD:C02737];";EC:2.7.8.29
ethanolamine [CPD:C00189];EC:2.7.8.29
EC:3.1.1.32 3.1.1.4;"phosphatidylcholine [CPD:C00157];"
EC:3.1.1.32 3.1.1.4;H2O [CPD:C00001]
"2-acylglycerophosphocholine;";EC:3.1.1.32 3.1.1.4
carboxylate [CPD:C00060];EC:3.1.1.32 3.1.1.4
EC:2.3.1.43;"phosphatidylcholine [CPD:C00157];"
EC:2.3.1.43;sterol [CPD:C00370]
"1-acylglycerophosphocholine [CPD:C04230];";EC:2.3.1.43
sterol ester [CPD:C01958];EC:2.3.1.43
EC:2.1.1.17 2.1.1.71;"S-adenosyl-L-methionine [CPD:C00019];"
EC:2.1.1.17 2.1.1.71;phosphatidylethanolamine [CPD:C00350]
"S-adenosyl-L-homocysteine [CPD:C00021];";EC:2.1.1.17 2.1.1.71
phosphatidyl-N-methylethanolamine [CPD:C01241];EC:2.1.1.17 2.1.1.71
EC:3.1.1.4;"phosphatidylcholine [CPD:C00157];"
EC:3.1.1.4;H2O [CPD:C00001]
"1-acylglycerophosphocholine [CPD:C04230];";EC:3.1.1.4
carboxylate [CPD:C00060];EC:3.1.1.4
EC:2.3.1.23 2.3.1.-;"acyl-CoA [CPD:C00040];"
EC:2.3.1.23 2.3.1.-;1-acyl-sn-glycero-3-phosphocholine [CPD:C04230]
"CoA [CPD:C00010];";EC:2.3.1.23 2.3.1.-
1,2-diacyl-sn-glycero-3-phosphocholine [CPD:C00157];EC:2.3.1.23 2.3.1.-
EC:3.1.1.5;"2-lysophosphatidylcholine [CPD:C04230];"
EC:3.1.1.5;H2O [CPD:C00001]
"glycerophosphocholine [CPD:C00670];";EC:3.1.1.5
carboxylate [CPD:C00060];EC:3.1.1.5
EC:3.1.1.5;"2-lysophosphatidylcholine [CPD:C04230];"
EC:3.1.1.5;H2O [CPD:C00001]
"glycerophosphocholine [CPD:C00670];";EC:3.1.1.5
carboxylate [CPD:C00060];EC:3.1.1.5
EC:3.1.4.2;"sn-glycero-3-phosphocholine [CPD:C00670];"
EC:3.1.4.2;H2O [CPD:C00001]
"choline [CPD:C00114];";EC:3.1.4.2
sn-glycerol 3-phosphate [CPD:C00093];EC:3.1.4.2
EC:2.7.1.32 2.7.1.82;"ATP [CPD:C00002];"
EC:2.7.1.32 2.7.1.82;choline [CPD:C00114]
"ADP [CPD:C00008];";EC:2.7.1.32 2.7.1.82
phosphocholine [CPD:C00588];EC:2.7.1.32 2.7.1.82
EC:3.1.3.75;"O-phosphoethanolamine [CPD:C00346];"
EC:3.1.3.75;"H2O [CPD:C00001];"
EC:3.1.3.75;phosphocholine [CPD:C00588]
"ethanolamine [CPD:C00189];";EC:3.1.3.75
"phosphate [CPD:C00009];";EC:3.1.3.75
choline [CPD:C00114];EC:3.1.3.75
EC:3.1.1.7;"acetylcholine [CPD:C01996];"
EC:3.1.1.7;H2O [CPD:C00001]
"choline [CPD:C00114];";EC:3.1.1.7
acetate [CPD:C00033];EC:3.1.1.7
EC:2.3.1.6;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.6;choline [CPD:C00114]
"CoA [CPD:C00010];";EC:2.3.1.6
O-acetylcholine [CPD:C01996];EC:2.3.1.6
EC:2.7.1.82;"ATP [CPD:C00002];"
EC:2.7.1.82;ethanolamine [CPD:C00189]
"ADP [CPD:C00008];";EC:2.7.1.82
O-phosphoethanolamine [CPD:C00346];EC:2.7.1.82
EC:4.2.3.2;"ethanolamine phosphate [CPD:C00346];"
EC:4.2.3.2;H2O [CPD:C00001]
"acetaldehyde [CPD:C00084];";EC:4.2.3.2
"NH3 [CPD:C00014];";EC:4.2.3.2
phosphate [CPD:C00009];EC:4.2.3.2
EC:2.3.1.23 2.3.1.-;"acyl-CoA [CPD:C00040];"
EC:2.3.1.23 2.3.1.-;1-acyl-sn-glycero-3-phosphocholine [CPD:C04230]
"CoA [CPD:C00010];";EC:2.3.1.23 2.3.1.-
1,2-diacyl-sn-glycero-3-phosphocholine [CPD:C00157];EC:2.3.1.23 2.3.1.-
EC:3.1.1.111;"phosphatidylserine [CPD:C02737];"
EC:3.1.1.111;"H2O [CPD:C00001];"
EC:3.1.1.111;1-acyl-2-lyso-phosphatidylserine [CPD:C18125]
"2-acyl-1-lyso-phosphatidylserine [CPD:C05974];";EC:3.1.1.111
"fatty acid [CPD:C00162];";EC:3.1.1.111
glycerophosphoserine [CPD:C22237];EC:3.1.1.111
EC:3.1.1.47;"1-alkyl-2-acetyl-sn-glycero-3-phosphocholine;"
EC:3.1.1.47;H2O [CPD:C00001]
"1-alkyl-sn-glycero-3-phosphocholine [CPD:C04317];";EC:3.1.1.47
acetate [CPD:C00033];EC:3.1.1.47
EC:2.3.1.23 2.3.1.67;"acyl-CoA [CPD:C00040];"
EC:2.3.1.23 2.3.1.67;1-acyl-sn-glycero-3-phosphocholine [CPD:C04230]
"CoA [CPD:C00010];";EC:2.3.1.23 2.3.1.67
1,2-diacyl-sn-glycero-3-phosphocholine [CPD:C00157];EC:2.3.1.23 2.3.1.67
EC:3.1.3.4;"1,2-diacylglycerol 3-phosphate;"
EC:3.1.3.4;H2O [CPD:C00001]
"1,2-diacyl-sn-glycerol [CPD:C00641];";EC:3.1.3.4
phosphate [CPD:C00009];EC:3.1.3.4
EC:3.3.2.2;"1-(1-alkenyl)-sn-glycero-3-phosphocholine [CPD:C04517];"
EC:3.3.2.2;"H2O [CPD:C00001];"
EC:3.3.2.2;1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine [CPD:C04635]
"aldehyde [CPD:C00071];";EC:3.3.2.2
"sn-glycero-3-phosphocholine [CPD:C00670];";EC:3.3.2.2
sn-glycero-3-phosphoethanolamine [CPD:C01233];EC:3.3.2.2
EC:3.1.4.39;"1-alkyl-sn-glycero-3-phosphoethanolamine [CPD:C04476];"
EC:3.1.4.39;H2O [CPD:C00001]
"1-alkyl-sn-glycerol 3-phosphate [CPD:C03968];";EC:3.1.4.39
ethanolamine [CPD:C00189];EC:3.1.4.39
EC:2.4.1.47;"UDP-alpha-D-galactose [CPD:C00052];"
EC:2.4.1.47;ceramide [CPD:C00195]
"UDP [CPD:C00015];";EC:2.4.1.47
beta-D-galactosylceramide;EC:2.4.1.47
EC:2.8.2.11;"3'-phosphoadenylyl sulfate [CPD:C00053];"
EC:2.8.2.11;galactosylceramide [CPD:C02686]
"adenosine 3',5'-bisphosphate [CPD:C00054];";EC:2.8.2.11
galactosylceramide sulfate [CPD:C06125];EC:2.8.2.11
EC:5.3.99.3;(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate [CPD:C00427]
(5Z,13E)-(15S)-11alpha,15-dihydroxy-9-oxoprosta-5,13-dienoate [CPD:C00584];EC:5.3.99.3
EC:1.1.1.184;"R-CHOH-R' [CPD:C01612];"
EC:1.1.1.184;NADP+ [CPD:C00006]
"R-CO-R' [CPD:C01450];";EC:1.1.1.184
"NADPH [CPD:C00005];";EC:1.1.1.184
H+ [CPD:C00080];EC:1.1.1.184
EC:1.1.1.184 1.1.1.189 1.1.1.197;"R-CHOH-R' [CPD:C01612];"
EC:1.1.1.184 1.1.1.189 1.1.1.197;NADP+ [CPD:C00006]
"R-CO-R' [CPD:C01450];";EC:1.1.1.184 1.1.1.189 1.1.1.197
"NADPH [CPD:C00005];";EC:1.1.1.184 1.1.1.189 1.1.1.197
H+ [CPD:C00080];EC:1.1.1.184 1.1.1.189 1.1.1.197
EC:5.3.99.5;(5Z,13E)-(15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate [CPD:C00427]
(5Z,13E)-(15S)-9alpha,11alpha-epoxy-15-hydroxythromboxa-5,13-dienoate [CPD:C02198];EC:5.3.99.5
EC:5.3.99.2;(5Z,13E,15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate [CPD:C00427]
(5Z,13E,15S)-9alpha,15-dihydroxy-11-oxoprosta-5,13-dienoate [CPD:C00696];EC:5.3.99.2
EC:5.3.99.4;(5Z,13E,15S)-9alpha,11alpha-epidioxy-15-hydroxyprosta-5,13-dienoate [CPD:C00427]
(5Z,13E,15S)-6,9alpha-epoxy-11alpha,15-dihydroxyprosta-5,13-dienoate;EC:5.3.99.4
EC:1.14.99.1;"arachidonate [CPD:C00219];"
EC:1.14.99.1;"reduced acceptor [CPD:C00030];"
EC:1.14.99.1;O2 [CPD:C00007]
"prostaglandin H2 [CPD:C00427];";EC:1.14.99.1
"acceptor [CPD:C00028];";EC:1.14.99.1
H2O [CPD:C00001];EC:1.14.99.1
EC:1.13.11.33 1.13.11.-;"arachidonate [CPD:C00219];"
EC:1.13.11.33 1.13.11.-;O2 [CPD:C00007]
(5Z,8Z,11Z,13E)-(15S)-15-hydroperoxyicosa-5,8,11,13-tetraenoate [CPD:C05966];EC:1.13.11.33 1.13.11.-
EC:1.14.14.1;"RH [CPD:C01371];"
EC:1.14.14.1;"[reduced NADPH---hemoprotein reductase] [CPD:C03024];"
EC:1.14.14.1;O2 [CPD:C00007]
"ROH [CPD:C01335];";EC:1.14.14.1
"[oxidized NADPH---hemoprotein reductase] [CPD:C03161];";EC:1.14.14.1
H2O [CPD:C00001];EC:1.14.14.1
EC:3.3.2.6;"leukotriene A4 [CPD:C00909];"
EC:3.3.2.6;H2O [CPD:C00001]
leukotriene B4 [CPD:C02165];EC:3.3.2.6
EC:1.14.14.78 1.14.14.79 1.14.14.94;"phylloquinone [CPD:C02059];"
EC:1.14.14.78 1.14.14.79 1.14.14.94;"[reduced NADPH---hemoprotein reductase] [CPD:C03024];"
EC:1.14.14.78 1.14.14.79 1.14.14.94;O2 [CPD:C00007]
"omega-hydroxyphylloquinone [CPD:C20806];";EC:1.14.14.78 1.14.14.79 1.14.14.94
"[oxidized NADPH---hemoprotein reductase] [CPD:C03161];";EC:1.14.14.78 1.14.14.79 1.14.14.94
H2O [CPD:C00001];EC:1.14.14.78 1.14.14.79 1.14.14.94
EC:4.4.1.20;leukotriene C4 [CPD:C02166]
"leukotriene A4 [CPD:C00909];";EC:4.4.1.20
glutathione [CPD:C00051];EC:4.4.1.20
EC:2.3.2.2 3.4.19.13 3.4.19.14;"(5-L-glutamyl)-peptide [CPD:C03193];"
EC:2.3.2.2 3.4.19.13 3.4.19.14;amino acid [CPD:C00045]
"peptide [CPD:C00012];";EC:2.3.2.2 3.4.19.13 3.4.19.14
5-L-glutamyl amino acid [CPD:C03363];EC:2.3.2.2 3.4.19.13 3.4.19.14
EC:1.13.11.34;"arachidonate [CPD:C00219];"
EC:1.13.11.34;"O2 [CPD:C00007];"
EC:1.13.11.34;(6E,8Z,11Z,14Z)-(5S)-5-hydroperoxyeicosa-6,8,11,14-tetraenoate [CPD:C05356]
"leukotriene A4 [CPD:C00909];";EC:1.13.11.34
"H2O [CPD:C00001];";EC:1.13.11.34
(6E,8Z,11Z,14Z)-(5S)-5-hydroperoxyeicosa-6,8,11,14-tetraenoate [CPD:C05356];EC:1.13.11.34
EC:3.3.2.10 3.1.3.76;"epoxide [CPD:C00722];"
EC:3.3.2.10 3.1.3.76;H2O [CPD:C00001]
glycol [CPD:C15588];EC:3.3.2.10 3.1.3.76
EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-;"(S)-limonene [CPD:C00521];"
EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-;"[reduced NADPH---hemoprotein reductase] [CPD:C03024];"
EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-;O2 [CPD:C00007]
"(-)-trans-carveol [CPD:C00964];";EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-
"[oxidized NADPH---hemoprotein reductase] [CPD:C03161];";EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-
H2O [CPD:C00001];EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.-
EC:1.13.11.31;"arachidonate [CPD:C00219];"
EC:1.13.11.31;O2 [CPD:C00007]
(5Z,8Z,10E,14Z)-(12S)-12-hydroperoxyicosa-5,8,10,14-tetraenoate [CPD:C05965];EC:1.13.11.31
EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75;"RH [CPD:C01371];"
EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75;"[reduced NADPH---hemoprotein reductase] [CPD:C03024];"
EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75;O2 [CPD:C00007]
"ROH [CPD:C01335];";EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75
"[oxidized NADPH---hemoprotein reductase] [CPD:C03161];";EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75
H2O [CPD:C00001];EC:1.14.14.1 1.14.14.73 1.14.14.74 1.14.14.75
EC:1.11.1.20;"thioredoxin [CPD:C00342];"
EC:1.11.1.20;(5Z,9alpha,11alpha,13E,15S)-9,11-epidioxy-15-hydroxy-prosta-5,13-dienoate [CPD:C00427]
"thioredoxin disulfide [CPD:C00343];";EC:1.11.1.20
(5Z,9alpha,11alpha,13E,15S)-9,11,15-trihydroxyprosta-5,13-dienoate [CPD:C00639];EC:1.11.1.20
EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-;"(S)-limonene [CPD:C00521];"
EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-;"[reduced NADPH---hemoprotein reductase] [CPD:C03024];"
EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-;O2 [CPD:C00007]
"(-)-trans-carveol [CPD:C00964];";EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-
"[oxidized NADPH---hemoprotein reductase] [CPD:C03161];";EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-
H2O [CPD:C00001];EC:1.14.14.51 1.14.14.52 1.14.14.53 1.14.14.75 1.14.14.-
EC:1.14.14.1;"RH [CPD:C01371];"
EC:1.14.14.1;"[reduced NADPH---hemoprotein reductase] [CPD:C03024];"
EC:1.14.14.1;O2 [CPD:C00007]
"ROH [CPD:C01335];";EC:1.14.14.1
"[oxidized NADPH---hemoprotein reductase] [CPD:C03161];";EC:1.14.14.1
H2O [CPD:C00001];EC:1.14.14.1
EC:1.13.11.33;"arachidonate [CPD:C00219];"
EC:1.13.11.33;O2 [CPD:C00007]
(5Z,8Z,11Z,13E)-(15S)-15-hydroperoxyicosa-5,8,11,13-tetraenoate [CPD:C05966];EC:1.13.11.33
EC:1.14.19.3;"linoleoyl-CoA [CPD:C02050];"
EC:1.14.19.3;"ferrocytochrome b5 [CPD:C00999];"
EC:1.14.19.3;"O2 [CPD:C00007];"
EC:1.14.19.3;"H+ [CPD:C00080];"
EC:1.14.19.3;alpha-linolenoyl-CoA [CPD:C16162]
"gamma-linolenoyl-CoA [CPD:C03035];";EC:1.14.19.3
"ferricytochrome b5 [CPD:C00996];";EC:1.14.19.3
"H2O [CPD:C00001];";EC:1.14.19.3
stearidonoyl-CoA [CPD:C16163];EC:1.14.19.3
EC:2.3.1.16;"acyl-CoA [CPD:C00040];"
EC:2.3.1.16;"acetyl-CoA [CPD:C00024];"
EC:2.3.1.16;"[acetyl-CoA C-acyltransferase]-S-acyl-L-cysteine;"
EC:2.3.1.16;[acetyl-CoA C-acyltransferase]-L-cysteine
"CoA [CPD:C00010];";EC:2.3.1.16
"3-oxoacyl-CoA [CPD:C00264];";EC:2.3.1.16
"[acetyl-CoA C-acyltransferase]-L-cysteine;";EC:2.3.1.16
[acetyl-CoA C-acyltransferase]-S-acyl-L-cysteine;EC:2.3.1.16
EC:2.3.1.50;"palmitoyl-CoA [CPD:C00154];"
EC:2.3.1.50;L-serine [CPD:C00065]
"CoA [CPD:C00010];";EC:2.3.1.50
"3-dehydro-D-sphinganine [CPD:C02934];";EC:2.3.1.50
CO2 [CPD:C00011];EC:2.3.1.50
EC:1.1.1.102;"sphinganine [CPD:C00836];"
EC:1.1.1.102;NADP+ [CPD:C00006]
"3-dehydrosphinganine [CPD:C02934];";EC:1.1.1.102
"NADPH [CPD:C00005];";EC:1.1.1.102
H+ [CPD:C00080];EC:1.1.1.102
EC:3.5.1.23;"ceramide [CPD:C00195];"
EC:3.5.1.23;H2O [CPD:C00001]
"carboxylate [CPD:C00060];";EC:3.5.1.23
sphingosine [CPD:C00319];EC:3.5.1.23
EC:2.3.1.24;"acyl-CoA [CPD:C00040];"
EC:2.3.1.24;sphingosine [CPD:C00319]
"CoA [CPD:C00010];";EC:2.3.1.24
ceramide [CPD:C00195];EC:2.3.1.24
EC:1.14.19.17 1.14.18.5;"dihydroceramide [CPD:C12126];"
EC:1.14.19.17 1.14.18.5;"ferrocytochrome b5 [CPD:C00999];"
EC:1.14.19.17 1.14.18.5;"O2 [CPD:C00007];"
EC:1.14.19.17 1.14.18.5;H+ [CPD:C00080]
"(4E)-sphing-4-enine ceramide [CPD:C00195];";EC:1.14.19.17 1.14.18.5
"ferricytochrome b5 [CPD:C00996];";EC:1.14.19.17 1.14.18.5
H2O [CPD:C00001];EC:1.14.19.17 1.14.18.5
EC:2.7.1.91;"ATP [CPD:C00002];"
EC:2.7.1.91;sphingoid base
"ADP [CPD:C00008];";EC:2.7.1.91
sphingoid base 1-phosphate;EC:2.7.1.91
EC:3.1.4.12;"sphingomyelin [CPD:C00550];"
EC:3.1.4.12;H2O [CPD:C00001]
"ceramide [CPD:C00195];";EC:3.1.4.12
phosphocholine [CPD:C00588];EC:3.1.4.12
EC:2.7.1.138;"ATP [CPD:C00002];"
EC:2.7.1.138;ceramide [CPD:C00195]
